"id","work_id"
103271,2050578117
103273,2092530966
103274,2052738441
103275,2077409050
103276,1979745374
103277,2059517571
103278,2028149389
103261,2005691036
103279,2114877133
103280,2160274108
103281,2075337622
103282,1973527951
103283,1974599500
103284,2106183842
103285,1977930702
103286,2082492537
103287,2083174436
103290,2045528299
103260,2011614295
103291,2098565718
103292,2069349279
103293,1994291565
103294,1992357238
103295,2083859110
103296,2046092074
103297,1975125242
103298,2008097308
103299,2159703882
103300,1985682451
103262,2106305758
103301,2032164595
103302,1997115155
103304,2084480306
103305,1979406670
103307,2011589011
103309,2088269113
103311,2090868073
103314,2063858148
103333,2083618934
103334,2032874172
103263,2164030806
103335,1990451706
103336,2000974820
103337,2064856293
103338,1982542184
103339,2087279024
103340,2044885417
103341,1991591231
103342,2137867555
103343,1988482455
103344,2078815598
103264,1993849511
103345,2162940967
103346,2089725856
103347,2013536726
103348,2048046032
103349,2036013620
103350,2100236625
103351,2068459986
103352,2023150192
103353,2060659393
103354,2099202115
103265,2145136586
103393,2085677510
103394,2012757359
103396,2047797624
103397,1979697801
103399,2042192318
103398,2015093016
103402,1968809361
103403,2056028677
103409,1974756986
103413,1987927275
103414,2003872998
103415,2009627943
103416,2003360379
103417,2015049113
103418,2077162704
103419,2086269647
103420,1979067478
103421,2006585049
103422,2146490750
103423,2105677947
103267,2019341543
103424,2144412005
103425,1986569646
131092,4236543525
131049,2057960383
131051,1974424282
131053,2042034876
131094,1964346657
131096,2000420731
131097,1985693131
131098,2010357914
131099,1998327016
131104,2094956603
131105,2081688397
131108,2056418449
131039,2276307795
131054,2093750203
131111,2052657888
131112,2030206943
131113,2075476487
131055,2005835079
131115,2029933271
131116,2048908976
131117,2010350245
131119,2001571012
131056,1993446956
131127,1985558511
131128,1966271258
131057,2102629049
131058,1978757445
85836,2164017946
131059,2027351185
131131,1980631423
131040,2093828735
131060,2025849593
131133,2098393951
131134,2042926629
131136,1972560403
131138,1537963122
131141,1986504726
131148,1979823021
131150,2090201745
131154,2154793185
131157,2116299522
131160,2047849591
131166,2037597629
131170,2067262199
131172,2129875233
131174,2126130065
131176,2030504638
131061,1991611885
103266,2091804109
131063,2144728338
131064,2078900136
131042,1968373002
131065,2009291940
131066,2055122437
131067,2034231365
131068,1970751940
131069,2029927462
131070,1992467887
131071,1976017718
131072,1980308920
131073,2059036346
131074,2003639914
131075,2057875926
131077,2103178181
131044,1993462360
131078,2003653293
131079,1989909947
131080,2015477208
131046,1988156770
131086,2029012174
131088,2104120639
131089,2024920875
131090,2037163814
131091,2058243979
131423,2095365921
131567,2037163887
131568,2017945359
131435,2083392235
131569,1967359370
131437,1008967372
131570,2005427756
131441,2032945919
131574,2086620993
131578,2086736095
131442,2079925849
131444,2017028945
131465,2065734735
131425,1968146993
131472,1988879302
131479,2025018927
131486,2020918979
131582,1989091789
131585,2082330598
131587,2038202792
131591,2136058032
131592,2004061113
131494,1988216557
131595,2051837953
131597,2156053629
131599,1972266751
131609,2001416417
131613,2145650099
131625,1966551128
131499,2089884224
131627,1965358634
131631,2079176370
131426,2029755292
131509,2095826134
131634,1976146147
131641,1978659844
131644,2025381789
131645,2066065590
131649,2087152229
131651,2066877750
131654,1991701589
131511,2021730540
131655,1989335043
131664,2095402790
131667,1993978652
131668,2086524091
131674,2091852397
131676,1969438224
131677,2000531202
131513,2035853388
131414,2036217374
131417,2068049424
131516,1989368889
131427,2137334652
131548,2025667414
131549,2161960774
131431,1985024892
131555,2038067337
131558,1975046561
131559,2047203984
131560,2080915348
131433,2071454948
131561,2050409919
131562,2066308188
131563,2095582587
131564,1985181665
131025,2095372507
134401,1996374805
117810,2116088289
113931,1996028815
113975,2037050055
115264,1969564419
114363,2053535298
114366,1984553295
114367,2092343968
114369,2080290677
114370,1969796572
114371,2068715023
114372,2077967162
114373,2092334043
114374,2051501122
113977,2012396269
115266,2143748052
115269,2098720984
114375,1982489149
114376,1980522556
115276,2060441623
114377,1991714422
118222,2037580351
114389,2020960059
114398,1991904144
114399,2062518259
113979,1993226096
114400,2097585703
115286,1973352082
114411,2046285341
114414,2072278541
114415,2053828766
114416,2028526051
114418,2121002404
115287,2061055819
114419,1997164493
113983,2011315042
114420,2076914498
114421,1973570085
114422,1982128830
115317,2079613985
115325,1996855927
114423,2124209163
114424,2016057721
114425,2062379325
114426,2076137010
114427,2150017024
113988,1967770815
114428,2094644902
114429,1988232395
114430,2027072416
114432,2065911373
114433,2092525049
114434,2170555234
115331,2006115386
114436,2053083433
114437,1997707792
114439,2000865063
113989,2026860815
114441,2041075606
115346,2012839008
115355,2095992538
114446,2007978390
115375,2023282645
114453,1980694772
114454,2032412097
114455,2000180787
114456,2087026665
114457,1975318845
113991,2027467365
118223,1530738039
114458,2002342047
114459,2056323584
118224,1973355145
114460,2026868728
114461,2001939596
114463,2028375497
114464,2016845482
114465,2032639715
114466,1994590202
113992,2100010006
114467,1974879814
114468,2032450843
114470,2084755677
114471,1980524745
114472,2070320649
114473,2022021370
114475,2078842602
114476,2064642615
114477,2027457052
113993,2008707322
114478,1963823431
115400,2029050031
114479,2118400844
114480,2009243489
114481,2020220983
114482,2048931019
114484,2123321475
114486,1989654161
114487,2057696163
114488,2159564121
113995,2070829591
114489,2005083279
114490,2026798171
114492,2042778765
114493,1965912377
114495,2082126553
114496,2089313925
114497,2069000720
114498,2047647483
113933,2008182068
113994,2055935163
114499,2049409336
115168,2047871599
114500,2073272490
115166,1992606708
115165,1971578747
114501,4241399574
114502,1973984092
115162,1978651392
114503,2082422749
113997,2085176662
115153,2040051710
114504,2041340097
114505,2062227320
114506,2163430109
115106,2019166025
115105,1977387241
114507,2009955313
115104,2055124235
114002,1998325346
115097,2014023432
114509,1975755157
115093,2059759100
114512,2007942917
115072,1977353354
114513,2051739048
115056,1994989476
115050,39904185
114514,2034576652
